,pokedex_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
805,696,Tyrunt,Balgoras,チゴラス (Chigoras),6,Normal,Royal Heir Pokémon,2,Rock,Dragon,0.8,26,2,Strong Jaw,,Sturdy,362,58,89,77,45,45,48,45,70,72,Medium Fast,2,Dragon,Monster,87.5,30,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
806,697,Tyrantrum,Monargoras,ガチゴラス (Gachigoras),6,Normal,Despot Pokémon,2,Rock,Dragon,2.5,270,2,Strong Jaw,,Rock Head,521,82,121,119,69,59,71,45,70,182,Medium Fast,2,Dragon,Monster,87.5,30,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
807,698,Amaura,Amarino,アマルス (Amarus),6,Normal,Tundra Pokémon,2,Rock,Ice,1.3,25.2,2,Refrigerate,,Snow Warning,362,77,59,50,67,63,46,45,70,72,Medium Fast,1,Monster,,87.5,30,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
808,699,Aurorus,Amagarga,アマルルガ (Amaruruga),6,Normal,Tundra Pokémon,2,Rock,Ice,2.7,225,2,Refrigerate,,Snow Warning,521,123,77,72,99,92,58,45,70,104,Medium Fast,1,Monster,,87.5,30,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
809,700,Sylveon,Feelinara,ニンフィア (Nymphia),6,Normal,Intertwining Pokémon,1,Fairy,,1,23.5,2,Cute Charm,,Pixilate,525,95,65,65,110,130,60,45,70,184,Medium Fast,1,Field,,87.5,35,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
810,701,Hawlucha,Resladero,ルチャブル (Luchabull),6,Normal,Wrestling Pokémon,2,Fighting,Flying,0.8,21.5,3,Limber,Unburden,Mold Breaker,500,78,92,75,74,63,118,100,70,175,Medium Fast,2,Flying,Human-Like,50,20,1,1,1,2,0.5,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2
811,702,Dedenne,Dedenne,デデンネ (Dedenne),6,Normal,Antenna Pokémon,2,Electric,Fairy,0.2,2.2,3,Cheek Pouch,Pickup,Plus,431,67,58,57,81,67,101,180,70,151,Medium Fast,2,Fairy,Field,50,20,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
812,703,Carbink,Rocara,メレシー (Melecie),6,Normal,Jewel Pokémon,2,Rock,Fairy,0.3,5.7,2,Clear Body,,Sturdy,500,50,50,150,50,150,50,60,70,100,Slow,2,Fairy,Mineral,,25,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
813,704,Goomy,Viscora,ヌメラ (Numera),6,Normal,Soft Tissue Pokémon,1,Dragon,,0.3,2.8,3,Sap Sipper,Hydration,Gooey,300,45,50,35,55,75,40,45,35,60,Slow,1,Dragon,,50,40,1,0.5,0.5,0.5,0,2,1,1,1,1,1,1,1,1,2,1,1,2
814,705,Sliggoo,Viscargot,ヌメイル (Numeil),6,Normal,Soft Tissue Pokémon,1,Dragon,,0.8,17.5,3,Sap Sipper,Hydration,Gooey,452,68,75,53,83,113,60,45,35,158,Slow,1,Dragon,,50,40,1,0.5,0.5,0.5,0,2,1,1,1,1,1,1,1,1,2,1,1,2
815,706,Goodra,Viscogon,ヌメルゴン (Numelgon),6,Normal,Dragon Pokémon,1,Dragon,,2,150.5,3,Sap Sipper,Hydration,Gooey,600,90,100,70,110,150,80,45,35,270,Slow,1,Dragon,,50,40,1,0.5,0.5,0.5,0,2,1,1,1,1,1,1,1,1,2,1,1,2
816,707,Klefki,Clavion,クレッフィ (Cleffy),6,Normal,Key Ring Pokémon,2,Steel,Fairy,0.2,3,2,Prankster,,Magician,470,57,80,91,80,87,75,75,70,165,Fast,1,Mineral,,50,20,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
817,708,Phantump,Paragoni,ボクレー (Bokurei),6,Normal,Stump Pokémon,2,Ghost,Grass,0.4,7,3,Natural Cure,Frisk,Harvest,309,43,70,48,50,60,38,120,70,62,Medium Fast,2,Amorphous,Grass,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
818,709,Trevenant,Trombork,オーロット (Ohrot),6,Normal,Elder Tree Pokémon,2,Ghost,Grass,1.5,71,3,Natural Cure,Frisk,Harvest,474,85,110,76,65,82,56,60,70,166,Medium Fast,2,Amorphous,Grass,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
819,710,Pumpkaboo Average Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.4,5,3,Pickup,Frisk,Insomnia,335,49,66,70,44,55,51,120,70,67,Medium Fast,1,Amorphous,,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
820,710,Pumpkaboo Small Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.3,3.5,3,Pickup,Frisk,Insomnia,335,44,66,70,44,55,56,120,70,67,Medium Fast,1,Amorphous,,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
821,710,Pumpkaboo Large Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.5,7.5,3,Pickup,Frisk,Insomnia,335,54,66,70,44,55,46,120,70,67,Medium Fast,1,Amorphous,,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
822,710,Pumpkaboo Super Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.8,15,3,Pickup,Frisk,Insomnia,335,59,66,70,44,55,41,120,70,67,Medium Fast,1,Amorphous,,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
823,711,Gourgeist Average Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.9,12.5,3,Pickup,Frisk,Insomnia,494,65,90,122,58,75,84,60,70,173,Medium Fast,1,Amorphous,,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
824,711,Gourgeist Small Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.7,9.5,3,Pickup,Frisk,Insomnia,494,55,85,122,58,75,99,60,70,173,Medium Fast,1,Amorphous,,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
825,711,Gourgeist Large Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.1,14,3,Pickup,Frisk,Insomnia,494,75,95,122,58,75,69,60,70,173,Medium Fast,1,Amorphous,,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
826,711,Gourgeist Super Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.7,39,3,Pickup,Frisk,Insomnia,494,85,100,122,58,75,54,60,70,173,Medium Fast,1,Amorphous,,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
827,712,Bergmite,Arktip,カチコール (Kachikohru),6,Normal,Ice Chunk Pokémon,1,Ice,,1,99.5,3,Own Tempo,Ice Body,Sturdy,304,55,69,85,32,35,28,190,70,61,Medium Fast,2,Mineral,Monster,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
828,713,Avalugg,Arktilas,クレベース (Crebase),6,Normal,Iceberg Pokémon,1,Ice,,2,505,3,Own Tempo,Ice Body,Sturdy,514,95,117,184,44,46,28,55,70,180,Medium Fast,2,Mineral,Monster,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
829,714,Noibat,eF-eM,オンバット (Onbat),6,Normal,Sound Wave Pokémon,2,Flying,Dragon,0.5,8,3,Frisk,Infiltrator,Telepathy,245,40,30,35,45,40,55,190,70,49,Medium Fast,2,Dragon,Flying,50,20,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
830,715,Noivern,UHaFnir,オンバーン (Onvern),6,Normal,Sound Wave Pokémon,2,Flying,Dragon,1.5,85,3,Frisk,Infiltrator,Telepathy,535,85,70,80,97,80,123,45,70,187,Medium Fast,2,Dragon,Flying,50,20,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
831,716,Xerneas,Xerneas,ゼルネアス (Xerneas),6,Legendary,Life Pokémon,1,Fairy,,3,215,1,Fairy Aura,,,680,126,131,95,131,98,99,45,0,306,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
832,717,Yveltal,Yveltal,イベルタル (Yveltal),6,Legendary,Destruction Pokémon,2,Dark,Flying,5.8,203,1,Dark Aura,,,680,126,131,95,131,98,99,45,0,306,Slow,1,Undiscovered,,,120,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
833,718,Zygarde 50% Forme,Zygarde,ジガルデ (Zygarde),6,Legendary,Order Pokémon,2,Dragon,Ground,5,305,2,Aura Break,Power Construct,,600,108,100,121,81,95,95,3,0,270,Slow,1,Undiscovered,,,120,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
834,718,Zygarde 10% Forme,Zygarde,ジガルデ (Zygarde),6,Legendary,Order Pokémon,2,Dragon,Ground,1.2,33.5,2,Aura Break,Power Construct,,486,54,100,71,61,85,115,3,0,219,Slow,1,Undiscovered,,,120,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
835,718,Zygarde Complete Forme,Zygarde,ジガルデ (Zygarde),6,Legendary,Order Pokémon,2,Dragon,Ground,4.5,610,1,Power Construct,,,708,216,100,121,91,95,85,3,0,319,Slow,1,Undiscovered,,,120,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
836,719,Diancie,Diancie,ディアンシー (Diancie),6,Mythical,Jewel Pokémon,2,Rock,Fairy,0.7,8.8,1,Clear Body,,,600,50,100,150,100,150,50,3,70,270,Slow,1,Undiscovered,,,25,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
837,719,Mega Diancie,Diancie,ディアンシー (Diancie),6,Mythical,Jewel Pokémon,2,Rock,Fairy,1.1,27.8,1,Magic Bounce,,,700,50,160,110,160,110,110,3,70,315,Slow,1,Undiscovered,,,25,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
838,720,Hoopa Hoopa Confined,Hoopa,フーパ (Hoopa),6,Mythical,Mischief Pokémon,2,Psychic,Ghost,0.5,9,1,Magician,,,600,80,110,60,150,130,70,3,100,270,Slow,1,Undiscovered,,,120,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1
839,720,Hoopa Hoopa Unbound,Hoopa,フーパ (Hoopa),6,Mythical,Djinn Pokémon,2,Psychic,Dark,6.5,490,1,Magician,,,680,80,160,60,170,130,80,3,100,306,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
840,721,Volcanion,Volcanion,ボルケニオン (Volcanion),6,Mythical,Steam Pokémon,2,Fire,Water,1.7,195,1,Water Absorb,,,600,80,110,120,130,90,70,3,100,270,Slow,1,Undiscovered,,,120,1,0.25,0,2,1,0.25,1,1,2,1,1,0.5,2,1,1,1,0.25,0.5
841,722,Rowlet,Bauz,モクロー (Mokuroh),7,Normal,Grass Quill Pokémon,2,Grass,Flying,0.3,1.5,2,Overgrow,,Long Reach,320,68,55,55,50,50,42,45,70,64,Medium Slow,1,Flying,,87.5,15,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
842,723,Dartrix,Arboretoss,フクスロー (Fukuthrow),7,Normal,Blade Quill Pokémon,2,Grass,Flying,0.7,16,2,Overgrow,,Long Reach,420,78,75,75,70,70,52,45,70,147,Medium Slow,1,Flying,,87.5,15,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
843,724,Decidueye,Silvarro,ジュナイパー (Junaiper),7,Normal,Arrow Quill Pokémon,2,Grass,Ghost,1.6,36.6,2,Overgrow,,Long Reach,530,78,107,75,100,100,70,45,70,239,Medium Slow,1,Flying,,87.5,15,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
844,725,Litten,Flamiau,ニャビー (Nyabby),7,Normal,Fire Cat Pokémon,1,Fire,,0.4,4.3,2,Blaze,,Intimidate,320,45,65,40,60,40,70,45,70,64,Medium Slow,1,Field,,87.5,15,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
845,726,Torracat,Miezunder,ニャヒート (Nyaheat),7,Normal,Fire Cat Pokémon,1,Fire,,0.7,25,2,Blaze,,Intimidate,420,65,85,50,80,50,90,45,70,147,Medium Slow,1,Field,,87.5,15,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
846,727,Incineroar,Fuegro,ガオガエン (Gaogaen),7,Normal,Heel Pokémon,2,Fire,Dark,1.8,83,2,Blaze,,Intimidate,530,95,115,90,80,90,60,45,70,239,Medium Slow,1,Field,,87.5,15,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
847,728,Popplio,Robball,アシマリ (Ashimari),7,Normal,Sea Lion Pokémon,1,Water,,0.4,7.5,2,Torrent,,Liquid Voice,320,50,54,54,66,56,40,45,70,64,Medium Slow,2,Field,Water 1,87.5,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
848,729,Brionne,Marikeck,オシャマリ (Osyamari),7,Normal,Pop Star Pokémon,1,Water,,0.6,17.5,2,Torrent,,Liquid Voice,420,60,69,69,91,81,50,45,70,147,Medium Slow,2,Field,Water 1,87.5,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
849,730,Primarina,Primarene,アシレーヌ (Ashirene),7,Normal,Soloist Pokémon,2,Water,Fairy,1.8,44,2,Torrent,,Liquid Voice,530,80,74,74,126,116,60,45,70,239,Medium Slow,2,Field,Water 1,87.5,15,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
850,731,Pikipek,Peppeck,ツツケラ (Tsutsukera),7,Normal,Woodpecker Pokémon,2,Normal,Flying,0.3,1.2,3,Keen Eye,Skill Link,Pickup,265,35,75,30,30,30,65,255,70,53,Medium Fast,1,Flying,,50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
851,732,Trumbeak,Trompeck,ケララッパ (Kerarappa),7,Normal,Bugle Beak Pokémon,2,Normal,Flying,0.6,14.8,3,Keen Eye,Skill Link,Pickup,355,55,85,50,40,50,75,120,70,124,Medium Fast,1,Flying,,50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
852,733,Toucannon,Tukanon,ドデカバシ (Dodekabashi),7,Normal,Cannon Pokémon,2,Normal,Flying,1.1,26,3,Keen Eye,Skill Link,Sheer Force,485,80,120,75,75,75,60,45,70,218,Medium Fast,1,Flying,,50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
853,734,Yungoos,Mangunior,ヤングース (Youngoose),7,Normal,Loitering Pokémon,1,Normal,,0.4,6,3,Strong Jaw,Stakeout,Adaptability,253,48,70,30,30,30,45,255,70,51,Medium Fast,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
854,735,Gumshoos,Manguspektor,デカグース (Dekagoose),7,Normal,Stakeout Pokémon,1,Normal,,0.7,14.2,3,Strong Jaw,Stakeout,Adaptability,418,88,110,60,55,60,45,127,70,146,Medium Fast,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
855,736,Grubbin,Mabula,アゴジムシ (Agojimushi),7,Normal,Larva Pokémon,1,Bug,,0.4,4.4,1,Swarm,,,300,47,62,45,55,45,46,255,70,60,Medium Fast,1,Bug,,50,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
856,737,Charjabug,Akkup,デンヂムシ (Dendimushi),7,Normal,Battery Pokémon,2,Bug,Electric,0.5,10.5,1,Battery,,,400,57,82,95,55,75,36,120,70,140,Medium Fast,1,Bug,,50,15,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
857,738,Vikavolt,Donarion,クワガノン (Kuwagannon),7,Normal,Stag Beetle Pokémon,2,Bug,Electric,1.5,45,1,Levitate,,,500,77,70,90,145,75,43,45,70,225,Medium Fast,1,Bug,,50,15,1,2,1,0.5,0.5,1,0.5,1,0,1,1,1,2,1,1,1,0.5,1
858,739,Crabrawler,Krabbox,マケンカニ (Makenkani),7,Normal,Boxing Pokémon,1,Fighting,,0.6,7,3,Hyper Cutter,Iron Fist,Anger Point,338,47,82,57,42,47,63,225,70,68,Medium Fast,1,Water 3,,50,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
859,740,Crabominable,Krawell,ケケンカニ (Kekenkani),7,Normal,Woolly Crab Pokémon,2,Fighting,Ice,1.7,180,3,Hyper Cutter,Iron Fist,Anger Point,478,97,132,77,62,67,43,60,70,167,Medium Fast,1,Water 3,,50,20,1,2,1,1,1,0.5,2,1,1,2,2,0.5,1,1,1,0.5,2,2
860,741,Oricorio Baile Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,2,Fire,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,70,167,Medium Fast,1,Flying,,25,20,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
861,741,Oricorio Pom-Pom Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,2,Electric,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,70,167,Medium Fast,1,Flying,,25,20,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
862,741,Oricorio Pa'u Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,2,Psychic,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,70,167,Medium Fast,1,Flying,,25,20,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
863,741,Oricorio Sensu Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,2,Ghost,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,70,167,Medium Fast,1,Flying,,25,20,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1
864,742,Cutiefly,Wommel,アブリー (Abuly),7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.1,0.2,3,Honey Gather,Shield Dust,Sweet Veil,304,40,45,40,55,40,84,190,70,61,Medium Fast,2,Bug,Fairy,50,20,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1
865,743,Ribombee,Bandelby,アブリボン (Aburibbon),7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.2,0.5,3,Honey Gather,Shield Dust,Sweet Veil,464,60,55,60,95,70,124,75,70,162,Medium Fast,2,Bug,Fairy,50,20,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1
866,744,Rockruff,Wuffels,イワンコ (Iwanko),7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,3,Keen Eye,Vital Spirit,Steadfast,280,45,65,40,30,40,60,190,70,56,Medium Fast,1,Field,,50,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
867,744,Own Tempo Rockruff,Wuffels,イワンコ (Iwanko),7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,1,Own Tempo,,,280,45,65,40,30,40,60,190,70,56,Medium Fast,1,Field,,50,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
868,745,Lycanroc Midday Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Wolf Pokémon,1,Rock,,0.8,25,3,Keen Eye,Sand Rush,Steadfast,487,75,115,65,55,65,112,90,70,170,Medium Fast,1,Field,,50,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
869,745,Lycanroc Midnight Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Wolf Pokémon,1,Rock,,1.1,25,3,Keen Eye,Vital Spirit,No Guard,487,85,115,75,55,75,82,90,70,170,Medium Fast,1,Field,,50,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
870,745,Lycanroc Dusk Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Wolf Pokémon,1,Rock,,0.8,25,1,Tough Claws,,,487,75,117,65,55,65,110,90,70,170,Medium Fast,1,Field,,50,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
871,746,Wishiwashi Solo Form,Lusardin,ヨワシ (Yowashi),7,Normal,Small Fry Pokémon,1,Water,,0.2,0.3,1,Schooling,,,175,45,20,20,25,25,40,60,70,61,Fast,1,Water 2,,50,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
872,746,Wishiwashi School Form,Lusardin,ヨワシ (Yowashi),7,Normal,Small Fry Pokémon,1,Water,,8.2,78.6,1,Schooling,,,620,45,140,130,140,135,30,60,70,217,Fast,1,Water 2,,50,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
873,747,Mareanie,Garstella,ヒドイデ (Hidoide),7,Normal,Brutal Star Pokémon,2,Poison,Water,0.4,8,3,Merciless,Limber,Regenerator,305,50,53,62,43,52,45,190,70,61,Medium Fast,1,Water 1,,50,20,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
874,748,Toxapex,Aggrostella,ドヒドイデ (Dohidoide),7,Normal,Brutal Star Pokémon,2,Poison,Water,0.7,14.5,3,Merciless,Limber,Regenerator,495,50,63,152,53,142,35,75,70,173,Medium Fast,1,Water 1,,50,20,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
875,749,Mudbray,Pampuli,ドロバンコ (Dorobanko),7,Normal,Donkey Pokémon,1,Ground,,1,110,3,Own Tempo,Stamina,Inner Focus,385,70,100,70,45,55,45,190,70,77,Medium Fast,1,Field,,50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
876,750,Mudsdale,Pampross,バンバドロ (Banbadoro),7,Normal,Draft Horse Pokémon,1,Ground,,2.5,920,3,Own Tempo,Stamina,Inner Focus,500,100,125,100,55,85,35,60,70,175,Medium Fast,1,Field,,50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
877,751,Dewpider,Araqua,シズクモ (Shizukumo),7,Normal,Water Bubble Pokémon,2,Water,Bug,0.3,4,2,Water Bubble,,Water Absorb,269,38,40,52,40,72,27,200,70,54,Medium Fast,2,Bug,Water 1,50,15,1,0.5,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
878,752,Araquanid,Aranestro,オニシズクモ (Onishizukumo),7,Normal,Water Bubble Pokémon,2,Water,Bug,1.8,82,2,Water Bubble,,Water Absorb,454,68,70,92,50,132,42,100,70,159,Medium Fast,2,Bug,Water 1,50,15,1,0.5,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
879,753,Fomantis,Imantis,カリキリ (Karikiri),7,Normal,Sickle Grass Pokémon,1,Grass,,0.3,1.5,2,Leaf Guard,,Contrary,250,40,55,35,50,35,35,190,70,50,Medium Fast,1,Grass,,50,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
880,754,Lurantis,Mantidea,ラランテス (Lalantes),7,Normal,Bloom Sickle Pokémon,1,Grass,,0.9,18.5,2,Leaf Guard,,Contrary,480,70,105,90,80,90,45,75,70,168,Medium Fast,1,Grass,,50,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
881,755,Morelull,Bubungus,ネマシュ (Nemasyu),7,Normal,Illuminating Pokémon,2,Grass,Fairy,0.2,1.5,3,Illuminate,Effect Spore,Rain Dish,285,40,35,55,65,75,15,190,70,57,Medium Fast,1,Grass,,50,20,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
882,756,Shiinotic,Lamellux,マシェード (Mashade),7,Normal,Illuminating Pokémon,2,Grass,Fairy,1,11.5,3,Illuminate,Effect Spore,Rain Dish,405,60,45,80,90,100,30,75,70,142,Medium Fast,1,Grass,,50,20,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
883,757,Salandit,Molunk,ヤトウモリ (Yatoumori),7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,0.6,4.8,2,Corrosion,,Oblivious,320,48,44,40,71,40,77,120,70,64,Medium Fast,2,Dragon,Monster,87.5,20,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
884,758,Salazzle,Amfira,エンニュート (Ennewt),7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,1.2,22.2,2,Corrosion,,Oblivious,480,68,64,60,111,60,117,45,70,168,Medium Fast,2,Dragon,Monster,0,20,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
885,759,Stufful,Velursi,ヌイコグマ (Nuikoguma),7,Normal,Flailing Pokémon,2,Normal,Fighting,0.5,6.8,3,Fluffy,Klutz,Cute Charm,340,70,75,50,45,50,50,140,70,68,Medium Fast,1,Field,,50,15,1,2,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
886,760,Bewear,Kosturso,キテルグマ (Kiteruguma),7,Normal,Strong Arm Pokémon,2,Normal,Fighting,2.1,135,3,Fluffy,Klutz,Unnerve,500,120,125,80,55,60,60,70,70,175,Medium Fast,1,Field,,50,15,1,2,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
887,761,Bounsweet,Frubberl,アマカジ (Amakaji),7,Normal,Fruit Pokémon,1,Grass,,0.3,3.2,3,Leaf Guard,Oblivious,Sweet Veil,210,42,30,38,30,38,32,235,70,42,Medium Slow,1,Grass,,0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
